,Headline,Sentiment,Link,
50,\'Speed camera ahead\': Google Maps add photo radar warnings for drivers,neutral,https://news.google.com/articles/CBMiX2h0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9lZG1vbnRvbi9zcGVlZC1jYW1lcmEtZ29vZ2xlLW1hcHMtcGhvdG8tcmFkYXItd2FybmluZ3MtMS41MDQzODE10gFjaHR0cHM6Ly93d3ctY2JjLWNhLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3Mvd3d3LmNiYy5jYS9hbXAvMS41MDQzODE1P2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl,
51,Google Maps Adding Photo Radar Warnings For Drivers,neutral,https://news.google.com/articles/CAIiEFHsvYZKREAklnaTlRQP7FUqFwgEKg8IACoHCAow1qfAAjCkrz8w8cpI,
52,‘Speed camera ahead:’ Google Maps add photo radar warnings for drivers,neutral,https://news.google.com/articles/CBMiVGh0dHBzOi8vd3d3LjY4MG5ld3MuY29tLzIwMTkvMDMvMDUvZ29vZ2xlLW1hcHMtYWRkLXBob3RvLXJhZGFyLXdhcm5pbmdzLWZvci1kcml2ZXJzL9IBoAFodHRwczovL3d3dy02ODBuZXdzLWNvbS5jZG4uYW1wcHJvamVjdC5vcmcvdi9zL3d3dy42ODBuZXdzLmNvbS8yMDE5LzAzLzA1L2dvb2dsZS1tYXBzLWFkZC1waG90by1yYWRhci13YXJuaW5ncy1mb3ItZHJpdmVycy9hbXAvP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl,
53,Google Maps adds photo radar warnings for drivers: ‘Speed camera ahead’,neutral,https://news.google.com/articles/CAIiED7SpUMzpXdLVgrkJ3CS2sAqGQgEKhAIACoHCAowqeP_CjDdg_oCMLbh6QU,
54,Health Canada looking into 2 pot firms\' sponsorship of children\'s charity event,neutral,https://news.google.com/articles/CBMiXGh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2J1c2luZXNzL2hlYWx0aC1jYW5hZGEtcG90LWZpcm1zLXNwb25zb3JzaGlwLWNoYXJpdHktZXZlbnQtMS41MDQ0MjUz0gFjaHR0cHM6Ly93d3ctY2JjLWNhLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3Mvd3d3LmNiYy5jYS9hbXAvMS41MDQ0MjUzP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl,
55,Bankers are circling Europe\'s growing cannabis market,neutral,https://news.google.com/articles/CBMiW2h0dHBzOi8vd3d3LmJubmJsb29tYmVyZy5jYS9iYW5rZXJzLWFyZS1jaXJjbGluZy1ldXJvcGUtcy1ncm93aW5nLWNhbm5hYmlzLW1hcmtldC0xLjEyMjM2NzHSAQA,
56,Canadians are spending billions on cannabis but mostly on the black market Statistics Canada reports,neutral,https://news.google.com/articles/CBMid2h0dHBzOi8vd3d3LnN0cmFpZ2h0LmNvbS9jYW5uYWJpcy8xMjA5NTI2L2NhbmFkaWFucy1hcmUtc3BlbmRpbmctYmlsbGlvbi1jYW5uYWJpcy1tb3N0bHktYmxhY2stbWFya2V0LXN0YXRpc3RpY3MtY2FuYWRh0gEA,
57,Health Canada looking into pot firms\' sponsorship of charity event,neutral,https://news.google.com/articles/CBMipgFodHRwczovL2J1c2luZXNzLmZpbmFuY2lhbHBvc3QuY29tL3Btbi9jb21tb2RpdGllcy1idXNpbmVzcy1wbW4vYWdyaWN1bHR1cmUtY29tbW9kaXRpZXMtYnVzaW5lc3MtcG1uL2hlYWx0aC1jYW5hZGEtbG9va2luZy1pbnRvLXBvdC1maXJtcy1zcG9uc29yc2hpcC1vZi1jaGFyaXR5LWV2ZW500gH9AWh0dHBzOi8vYnVzaW5lc3MtZmluYW5jaWFscG9zdC1jb20uY2RuLmFtcHByb2plY3Qub3JnL3Yvcy9idXNpbmVzcy5maW5hbmNpYWxwb3N0LmNvbS9wbW4vY29tbW9kaXRpZXMtYnVzaW5lc3MtcG1uL2FncmljdWx0dXJlLWNvbW1vZGl0aWVzLWJ1c2luZXNzLXBtbi9oZWFsdGgtY2FuYWRhLWxvb2tpbmctaW50by1wb3QtZmlybXMtc3BvbnNvcnNoaXAtb2YtY2hhcml0eS1ldmVudC9hbXA_YW1wX2pzX3Y9MC4xI3dlYnZpZXc9MSZjYXA9c3dpcGU,
58,Cannabis Canada Daily: Aurora shares spike after nabbing top sector pick by Cowen - Article,neutral,https://news.google.com/articles/CBMidWh0dHA6Ly93d3cuYm5uYmxvb21iZXJnLmNhL2Nhbm5hYmlzLWNhbmFkYS1kYWlseS1hdXJvcmEtc2hhcmVzLXNwaWtlLWFmdGVyLW5hYmJpbmctdG9wLXNlY3Rvci1waWNrLWJ5LWNvd2VuLTEuMTIyNDE1MtIBAA,
59,Creditor protection extended for cryptocurrency exchange Quadriga,neutral,https://news.google.com/articles/CBMiaWh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9ub3ZhLXNjb3RpYS9jcnlwdG9jdXJyZW5jeS1xdWFkcmlnYS1jcmVkaXRvci1wcm90ZWN0aW9uLWV4dGVuZGVkLTEuNTA0MzY0N9IBY2h0dHBzOi8vd3d3LWNiYy1jYS5jZG4uYW1wcHJvamVjdC5vcmcvdi9zL3d3dy5jYmMuY2EvYW1wLzEuNTA0MzY0Nz9hbXBfanNfdj0wLjEjd2Vidmlldz0xJmNhcD1zd2lwZQ,
60,SNC-Lavalin sues former CEO for millions over MUHC bribery scandal,neutral,https://news.google.com/articles/CAIiENgeVOK-qdZs310UX4To9i4qGQgEKhAIACoHCAowqeP_CjDdg_oCMMTh6QU,
61,Samsung\'s Galaxy Fold could lead to two more folding phones soon,neutral,https://news.google.com/articles/CAIiECYOGs6YWYtZdP7OZVhQrxsqGAgEKg8IACoHCAowwOjjAjDp3xswicOyAw,
62,Move over Samsung and Huawei: the Lego Fold is the year\'s best foldable,neutral,https://news.google.com/articles/CBMiN2h0dHBzOi8vbW9iaWxlc3lydXAuY29tLzIwMTkvMDMvMDUvbGVnby1mb2xkLXN0b3J5Ym9vay_SAQA,
63,Samsung’s Galaxy Fold was just trolled by the most unlikely source,neutral,https://news.google.com/articles/CAIiEHJCMLhnqUlxs5_o4OgKVewqFggEKg4IACoGCAowl7gmMPL_BTDy-ws,
64,This foldable iPhone concept has the soul of a MacBook,neutral,https://news.google.com/articles/CAIiEDSnEZGpj_YA46NZJF3FIQQqFggEKg4IACoGCAow1bsVMOzYAjDKqgg,
65,Galaxy S10 teardown reveals Samsung shameful USB-C port soldering,neutral,https://news.google.com/articles/CAIiEEO1x2n4wOP-Nqv7_YiLUWkqFggEKg4IACoGCAownt8nMPWBBjDgpx4,
66,Galaxy S10e First 10 Things to Do!,neutral,https://news.google.com/articles/CAIiEPfcM2OvlF7ljwGevU9rU-QqFAgEKg0IACoGCAow5IIBMJAZMJFC,
67,The Galaxy S10 has 2 more cameras than the greatest smartphone camera in the world the Pixel 3 — see for yourself how these flagship phones compare,neutral,https://news.google.com/articles/CAIiECyt80Cr0k4cS_tBnYnM4UUqGQgEKhAIACoHCAow9qOFCzDSvIIDMLD-hQY,
68,Here’s how much the Samsung Galaxy S10 Plus materials cost,neutral,https://news.google.com/articles/CAIiEPOsOf4wPBrSY9N3Q9W3d5sqFwgEKg4IACoGCAownt8nMPWBBjDYgaEG,
69,Ninja Is Bringing an Exclusive Fortnite Creation to an Upcoming Samsung Event,neutral,https://news.google.com/articles/CBMiZWh0dHBzOi8vd3d3LnBsYXlzdGF0aW9ubGlmZXN0eWxlLm5ldC8yMDE5LzAzLzA1L25pbmphLWZvcnRuaXRlLWNyZWF0aXZlLWlzbGFuZC1wYXJ0LW9mLXNhbXN1bmctZXZlbnQv0gG-AWh0dHBzOi8vd3d3LXBsYXlzdGF0aW9ubGlmZXN0eWxlLW5ldC5jZG4uYW1wcHJvamVjdC5vcmcvdi9zL3d3dy5wbGF5c3RhdGlvbmxpZmVzdHlsZS5uZXQvMjAxOS8wMy8wNS9uaW5qYS1mb3J0bml0ZS1jcmVhdGl2ZS1pc2xhbmQtcGFydC1vZi1zYW1zdW5nLWV2ZW50L2FtcC8_YW1wX2pzX3Y9MC4xI3dlYnZpZXc9MSZjYXA9c3dpcGU,
70,Samsung Galaxy S10 pre-orders in Korea fall behind Galaxy S9 Galaxy Note9 - GSMArena.com news,neutral,https://news.google.com/articles/CBMicGh0dHBzOi8vd3d3LmdzbWFyZW5hLmNvbS9zYW1zdW5nX2dhbGF4eV9zMTBfcHJlb3JkZXJzX2luX2tvcmVhX2ZhbGxfYmVoaW5kX2dhbGF4eV9zOV9nYWxheHlfbm90ZTktbmV3cy0zNTgzNS5waHDSAbQBaHR0cHM6Ly9tLWdzbWFyZW5hLWNvbS5jZG4uYW1wcHJvamVjdC5vcmcvdi9zL20uZ3NtYXJlbmEuY29tL3NhbXN1bmdfZ2FsYXh5X3MxMF9wcmVvcmRlcnNfaW5fa29yZWFfZmFsbF9iZWhpbmRfZ2FsYXh5X3M5X2dhbGF4eV9ub3RlOS1hbXAtMzU4MzUucGhwP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl,
71,Microsoft\'s disc-less Xbox One reportedly coming in May pre-orders in April,neutral,https://news.google.com/articles/CBMiUGh0dHBzOi8vbW9iaWxlc3lydXAuY29tLzIwMTkvMDMvMDUvbWljcm9zb2Z0LWRpc2MtbGVzcy14Ym94LW9uZS1tYXktMjAxOS1yZXBvcnQv0gEA,
72,The \'Xbox Maverick\' console will be named \'Xbox One S All-Digital Edition\' preorders in April 2019,neutral,https://news.google.com/articles/CBMiRmh0dHBzOi8vd3d3LndpbmRvd3NjZW50cmFsLmNvbS94Ym94LW9uZS1zLWFsbC1kaWdpdGFsLWVkaXRpb24tcHJlb3JkZXLSAZkBaHR0cHM6Ly93d3ctd2luZG93c2NlbnRyYWwtY29tLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3Mvd3d3LndpbmRvd3NjZW50cmFsLmNvbS94Ym94LW9uZS1zLWFsbC1kaWdpdGFsLWVkaXRpb24tcHJlb3JkZXI_YW1wJmFtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl,
73,That Disc-less Xbox May Be Coming Sooner than We Thought - IGN Now,neutral,https://news.google.com/articles/CCAiC1VIck0tb05QckYwmAEB,
74,The 10 Best Xbox One Exclusives Games | ScreenRant,neutral,https://news.google.com/articles/CAIiEK4p8eg_Sm2xq2yLOw4kDb8qGQgEKhAIACoHCAownqWBCzD44fwCMJOoiwY,
75,Microsoft reportedly launching disc-less Xbox One S next month,neutral,https://news.google.com/articles/CAIiEMQfFM9BDDBSbjEY4YcpD7wqFwgEKg4IACoGCAow3O8nMMqOBjCkztQD,
76,Nintendo Entertainment System - March Game Updates - Nintendo Switch Online,neutral,https://news.google.com/articles/CCAiC2t1NkU1UXhEblZZmAEB,
77,March\'s Free NES Games For Nintendo Switch Online Subscribers Revealed,neutral,https://news.google.com/articles/CAIiECzTi162Xe6ZhyQ029i7b4AqGAgEKg8IACoHCAowtrikCjDWnCQwg4DpAQ,
78,Kid Icarus And StarTropics Join The Switch Online NES Library This Month,neutral,https://news.google.com/articles/CBMicWh0dHA6Ly93d3cubmludGVuZG9saWZlLmNvbS9uZXdzLzIwMTkvMDMva2lkX2ljYXJ1c19hbmRfc3RhcnRyb3BpY3Nfam9pbl90aGVfc3dpdGNoX29ubGluZV9uZXNfbGlicmFyeV90aGlzX21vbnRo0gEA,
79,Kid Icarus and StarTropics Coming to Nintendo Switch Online in March,neutral,https://news.google.com/articles/CBMibWh0dHBzOi8vd3d3LmJsZWVkaW5nY29vbC5jb20vMjAxOS8wMy8wNS9raWQtaWNhcnVzLWFuZC1zdGFydHJvcGljcy1jb21pbmctdG8tbmludGVuZG8tc3dpdGNoLW9ubGluZS1pbi1tYXJjaC_SAQA,
80,Nintendo News: Vanquish Mythical Monsters and Go Island Hopping on Nintendo Switch Online in March,neutral,https://news.google.com/articles/CBMicGh0dHBzOi8vd3d3LmJ1c2luZXNzd2lyZS5jb20vbmV3cy9ob21lLzIwMTkwMzA1MDA2MDU1L2VuL05pbnRlbmRvLU5ld3MtVmFucXVpc2gtTXl0aGljYWwtTW9uc3RlcnMtSXNsYW5kLUhvcHBpbmfSAQA,
81,Michael Jackson fans furious with Oprah following ‘After Neverland’ urge people to #MuteOprah,neutral,https://news.google.com/articles/CAIiENsjo1FC0wL41iiZzckHJnoqGQgEKhAIACoHCAowqeP_CjDdg_oCMLXg6QU,
82,7 of the Biggest Bombshells From Oprah Winfrey\'s After Neverland,neutral,https://news.google.com/articles/CBMiaGh0dHBzOi8vd3d3LmVvbmxpbmUuY29tL2NhL25ld3MvMTAyMDk1Ny83LW9mLXRoZS1iaWdnZXN0LWJvbWJzaGVsbHMtZnJvbS1vcHJhaC13aW5mcmV5LXMtYWZ0ZXItbmV2ZXJsYW5k0gEA,
83,Quebec stations stop playing Michael Jackson songs citing abuse allegations,neutral,https://news.google.com/articles/CBMidGh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9tb250cmVhbC9taWNoYWVsLWphY2tzb24tZG9jdW1lbnRhcnktc29tZS1yYWRpby1zdGF0aW9ucy1zdG9wLXBsYXlpbmctc29uZ3MtMS41MDQzMTI00gFjaHR0cHM6Ly93d3ctY2JjLWNhLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3Mvd3d3LmNiYy5jYS9hbXAvMS41MDQzMTI0P2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl,
84,HBO\'s Leaving Neverland: The Takeaway Goes Far Beyond Michael Jackson\'s Culpability,neutral,https://news.google.com/articles/CAIiEM5GylsklwOimFE9vw5Xl48qFwgEKg8IACoHCAow8vbxAjCV5T8ws788,
85,Dunlevy: Should we stop listening to Michael Jackson?,neutral,https://news.google.com/articles/CBMiY2h0dHBzOi8vbW9udHJlYWxnYXpldHRlLmNvbS9lbnRlcnRhaW5tZW50L211c2ljL2R1bmxldnktc2hvdWxkLXdlLXN0b3AtbGlzdGVuaW5nLXRvLW1pY2hhZWwtamFja3NvbtIBswFodHRwczovL21vbnRyZWFsZ2F6ZXR0ZS1jb20uY2RuLmFtcHByb2plY3Qub3JnL3Yvcy9tb250cmVhbGdhemV0dGUuY29tL2VudGVydGFpbm1lbnQvbXVzaWMvZHVubGV2eS1zaG91bGQtd2Utc3RvcC1saXN0ZW5pbmctdG8tbWljaGFlbC1qYWNrc29uL2FtcD9hbXBfanNfdj0wLjEjd2Vidmlldz0xJmNhcD1zd2lwZQ,
86,Luke Perry\'s Son Withdraws From Participating in Upcoming Wrestling Show,neutral,https://news.google.com/articles/CBMicGh0dHBzOi8vd3d3LmVvbmxpbmUuY29tL2NhL25ld3MvMTAyMTA3Ni9sdWtlLXBlcnJ5LXMtc29uLXdpdGhkcmF3cy1mcm9tLXBhcnRpY2lwYXRpbmctaW4tdXBjb21pbmctd3Jlc3RsaW5nLXNob3fSAQA,
87,\'Absolutely heartbroken\': Hollywood tributes pour in for actor Luke Perry dead at 52,neutral,https://news.google.com/articles/CBMie2h0dHBzOi8vd3d3LmNiYy5jYS9yYWRpby9xL2Jsb2cvYWJzb2x1dGVseS1oZWFydGJyb2tlbi1ob2xseXdvb2QtdHJpYnV0ZXMtcG91ci1pbi1mb3ItYWN0b3ItbHVrZS1wZXJyeS1kZWFkLWF0LTUyLTEuNTA0Mzk1MdIBY2h0dHBzOi8vd3d3LWNiYy1jYS5jZG4uYW1wcHJvamVjdC5vcmcvdi9zL3d3dy5jYmMuY2EvYW1wLzEuNTA0Mzk1MT9hbXBfanNfdj0wLjEjd2Vidmlldz0xJmNhcD1zd2lwZQ,
88,\'Riverdale\' diner to create milkshake honouring Luke Perry,neutral,https://news.google.com/articles/CBMieWh0dHBzOi8vd3d3LmNwMjQuY29tL2VudGVydGFpbm1lbnQtbmV3cy9jZWxlYnJpdHktbmV3cy9yaXZlcmRhbGUtZGluZXItdG8tY3JlYXRlLW1pbGtzaGFrZS1ob25vdXJpbmctbHVrZS1wZXJyeS0xLjQzMjM0OTDSAZUBaHR0cHM6Ly9iZXRhLWNwMjQtY29tLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3MvYmV0YS5jcDI0LmNvbS9lbnRlcnRhaW5tZW50LW5ld3MvY2VsZWJyaXR5LW5ld3MvMjAxOS8zLzUvMV80MzIzNDkwLmh0bWw_YW1wX2pzX3Y9MC4xI3dlYnZpZXc9MSZjYXA9c3dpcGU,
89,Luke Perry\'s Daughter Makes First Statement Since Father\'s Death,neutral,https://news.google.com/articles/CBMidmh0dHBzOi8vd3d3LmVvbmxpbmUuY29tL2NhL25ld3MvMTAyMDkxMS9sdWtlLXBlcnJ5LXMtZGF1Z2h0ZXItZXhwcmVzc2VzLXNvcnJvdy1pbi1maXJzdC1zdGF0ZW1lbnQtc2luY2UtZmF0aGVyLXMtZGVhdGjSAb4BaHR0cHM6Ly9tLWVvbmxpbmUtY29tLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3MvbS5lb25saW5lLmNvbS9jYS9hbXAvbmV3cy8xMDIwOTExL2x1a2UtcGVycnktcy1kYXVnaHRlci1leHByZXNzZXMtc29ycm93LWluLWZpcnN0LXN0YXRlbWVudC1zaW5jZS1mYXRoZXItcy1kZWF0aD9hbXBfanNfdj0wLjEjd2Vidmlldz0xJmNhcD1zd2lwZQ,
90,Luke Perry\'s Untimely Death Prompts Increased Stroke Awareness,neutral,https://news.google.com/articles/CAIiEMbhhRlcalivHNRyMHaDctYqFwgEKg8IACoHCAow1qfAAjCkrz8ww5U7,
91,\'I was completely bruised\': Brie Larson on \'Captain Marvel\' stunts,neutral,https://news.google.com/articles/CBMidmh0dHBzOi8vdG9yb250b3N1bi5jb20vZW50ZXJ0YWlubWVudC9tb3ZpZXMvaS13YXMtY29tcGxldGVseS1icnVpc2VkLWJyaWUtbGFyc29uLWRpZC1tb3N0LW9mLWhlci1jYXB0YWluLW1hcnZlbC1zdHVudHPSAcEBaHR0cHM6Ly90b3JvbnRvc3VuLWNvbS5jZG4uYW1wcHJvamVjdC5vcmcvdi9zL3Rvcm9udG9zdW4uY29tL2VudGVydGFpbm1lbnQvbW92aWVzL2ktd2FzLWNvbXBsZXRlbHktYnJ1aXNlZC1icmllLWxhcnNvbi1kaWQtbW9zdC1vZi1oZXItY2FwdGFpbi1tYXJ2ZWwtc3R1bnRzL2FtcD9hbXBfanNfdj0wLjEjd2Vidmlldz0xJmNhcD1zd2lwZQ,
92,Captain Marvel Review,neutral,https://news.google.com/articles/CBMiPWh0dHBzOi8vd3d3Lmlnbi5jb20vYXJ0aWNsZXMvMjAxOS8wMy8wNS9jYXB0YWluLW1hcnZlbC1yZXZpZXfSAQA,
93,Captain Marvel Stands Tall in Her Nostalgic Cinematic Debut,neutral,https://news.google.com/articles/CAIiEPSjBxtPqEzmaEkwueQ7amIqFQgEKg0IACoGCAowlIECMLBMMJ-mHg,
94,Captain Marvel review – Brie Larson kicks ass across the universe,neutral,https://news.google.com/articles/CAIiEF5vIvakCFC2SZQjm63i7e0qFggEKg4IACoGCAowl6p7MN-zCTCOvRU,
95,Brie Larson\'s \'Captain Marvel\' training included how to make a cool face,neutral,https://news.google.com/articles/CAIiECOmjBMUyE-2J_2VuCDeyD8qIggEKhoIACIQd3d3Lm1hc2hhYmxlLmNvbSoECAowCDDSmB4,
96,Forbes names Kylie Jenner youngest self-made billionaire,neutral,https://news.google.com/articles/CBMieWh0dHBzOi8vd3d3LmNwMjQuY29tL2VudGVydGFpbm1lbnQtbmV3cy9jZWxlYnJpdHktbmV3cy9mb3JiZXMtbmFtZXMta3lsaWUtamVubmVyLXlvdW5nZXN0LXNlbGYtbWFkZS1iaWxsaW9uYWlyZS0xLjQzMjM2MzjSAZUBaHR0cHM6Ly9iZXRhLWNwMjQtY29tLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3MvYmV0YS5jcDI0LmNvbS9lbnRlcnRhaW5tZW50LW5ld3MvY2VsZWJyaXR5LW5ld3MvMjAxOS8zLzUvMV80MzIzNjM4Lmh0bWw_YW1wX2pzX3Y9MC4xI3dlYnZpZXc9MSZjYXA9c3dpcGU,
97,At 21 Kylie Jenner is the world\'s youngest \'self-made\' billionaire: Forbes,neutral,https://news.google.com/articles/CAIiEEugh3Fwx5Fcb9kPUNQMSZUqGQgEKhAIACoHCAow6f-ICzDjj4gDMP7wngY,
98,At 21 Kylie Jenner becomes the world\'s youngest self-made billionaire,neutral,https://news.google.com/articles/CBMiZGh0dHA6Ly93d3cuYm5uYmxvb21iZXJnLmNhL2t5bGllLWplbm5lci1iZWNvbWVzLXRoZS13b3JsZC1zLXlvdW5nZXN0LXNlbGYtbWFkZS1iaWxsaW9uYWlyZS0xLjEyMjQwODLSAQA,
99,Kylie Jenner daughter of millionaires is the youngest \'self-made\' billionaire by Forbes\' watch,neutral,https://news.google.com/articles/CBMiWmh0dHBzOi8vbmF0aW9uYWxwb3N0LmNvbS9uZXdzL3dvcmxkL2t5bGllLWplbm5lci1pcy1ub3ctdGhlLXlvdW5nZXN0LXNlbGYtbWFkZS1iaWxsaW9uYWlyZdIBpwFodHRwczovL25hdGlvbmFscG9zdC1jb20uY2RuLmFtcHByb2plY3Qub3JnL3Yvcy9uYXRpb25hbHBvc3QuY29tL25ld3Mvd29ybGQva3lsaWUtamVubmVyLWlzLW5vdy10aGUteW91bmdlc3Qtc2VsZi1tYWRlLWJpbGxpb25haXJlL2FtcD9hbXBfanNfdj0wLjEjd2Vidmlldz0xJmNhcD1zd2lwZQ,
100,Kylie Jenner Becomes A Billionaire & Celebrates With David Dobrik | Hollywoodlife,neutral,https://news.google.com/articles/CAIiELa3-C1T-jmlhbHwZeW60hwqFggEKg4IACoGCAowptkTMKDFAjCyvQQ,
101,Harden scores 35 points to lead Rockets to win over Raptors,neutral,https://news.google.com/articles/CBMiWWh0dHBzOi8vd3d3LnNwb3J0c25ldC5jYS9iYXNrZXRiYWxsL25iYS9oYXJkZW4tc2NvcmVzLTM1LXBvaW50cy1sZWFkLXJvY2tldHMtd2luLXJhcHRvcnMv0gGpAWh0dHBzOi8vd3d3LXNwb3J0c25ldC1jYS5jZG4uYW1wcHJvamVjdC5vcmcvdi9zL3d3dy5zcG9ydHNuZXQuY2EvYmFza2V0YmFsbC9uYmEvaGFyZGVuLXNjb3Jlcy0zNS1wb2ludHMtbGVhZC1yb2NrZXRzLXdpbi1yYXB0b3JzL3NuLWFtcC8_YW1wX2pzX3Y9MC4xI3dlYnZpZXc9MSZjYXA9c3dpcGU,
102,Harden and Kawhi load up for NBA playoffs in very different ways,neutral,https://news.google.com/articles/CAIiEIpXErBCQQlAkL0zHu2rD50qFggEKg4IACoGCAow6bV4MPfJDDCEukc,
103,Raptors look to continue home dominance over Rockets on TSN4,neutral,https://news.google.com/articles/CBMiZGh0dHBzOi8vd3d3LnRzbi5jYS9yYXB0b3JzLWxvb2stdG8tY29udGludWUtaG9tZS1kb21pbmF0aW9uLW92ZXItc3RyZWFraW5nLXJvY2tldHMtb24tdHNuNC0xLjEyNjgxMDDSAa8BaHR0cHM6Ly93d3ctdHNuLWNhLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3Mvd3d3LnRzbi5jYS9yYXB0b3JzLWxvb2stdG8tY29udGludWUtaG9tZS1kb21pbmF0aW9uLW92ZXItc3RyZWFraW5nLXJvY2tldHMtb24tdHNuNC0xLjEyNjgxMDA_dHNuLWFtcCZhbXBfanNfdj0wLjEjd2Vidmlldz0xJmNhcD1zd2lwZQ,
104,Rockets vs. Raptors game thread,neutral,https://news.google.com/articles/CBMiXmh0dHBzOi8vd3d3LnRoZWRyZWFtc2hha2UuY29tLzIwMTkvMy81LzE4MjUyNDQyL2hvdXN0b24tcm9ja2V0cy12cy10b3JvbnRvLXJhcHRvcnMtZ2FtZS10aHJlYWTSAbkBaHR0cHM6Ly93d3ctdGhlZHJlYW1zaGFrZS1jb20uY2RuLmFtcHByb2plY3Qub3JnL3Yvcy93d3cudGhlZHJlYW1zaGFrZS5jb20vcGxhdGZvcm0vYW1wLzIwMTkvMy81LzE4MjUyNDQyL2hvdXN0b24tcm9ja2V0cy12cy10b3JvbnRvLXJhcHRvcnMtZ2FtZS10aHJlYWQ_YW1wX2pzX3Y9MC4xI3dlYnZpZXc9MSZjYXA9c3dpcGU,
105,Raptors say Harden Giannis MVP race is too close to call,neutral,https://news.google.com/articles/CBMidWh0dHBzOi8vdG9yb250b3N1bi5jb20vc3BvcnRzL2Jhc2tldGJhbGwvbmJhL3Rvcm9udG8tcmFwdG9ycy9yYXB0b3JzLXNheS1oYXJkZW4tZ2lhbm5pcy1tdnAtcmFjZS1pcy10b28tY2xvc2UtdG8tY2FsbNIBwAFodHRwczovL3Rvcm9udG9zdW4tY29tLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3MvdG9yb250b3N1bi5jb20vc3BvcnRzL2Jhc2tldGJhbGwvbmJhL3Rvcm9udG8tcmFwdG9ycy9yYXB0b3JzLXNheS1oYXJkZW4tZ2lhbm5pcy1tdnAtcmFjZS1pcy10b28tY2xvc2UtdG8tY2FsbC9hbXA_YW1wX2pzX3Y9MC4xI3dlYnZpZXc9MSZjYXA9c3dpcGU,
106,Ajax dumps Real from UCL in stunning rout,neutral,https://news.google.com/articles/CBMiRmh0dHBzOi8vd3d3LnRzbi5jYS9hamF4LWR1bXBzLXJlYWwtZnJvbS11Y2wtaW4tc3R1bm5pbmctcm91dC0xLjEyNjgzMjnSAaEBaHR0cHM6Ly93d3ctdHNuLWNhLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3Mvd3d3LnRzbi5jYS9hamF4LWVsaW1pbmF0ZXMtbWFkcmlkLWluLXJvdW5kLW9mLTE2LW9mLWNoYW1waW9ucy1sZWFndWUtMS4xMjY4MzI5P3Rzbi1hbXAmYW1wX2pzX3Y9MC4xI3dlYnZpZXc9MSZjYXA9c3dpcGU,
107,Ajax eliminates Real Madrid in Champions League round of 16,neutral,https://news.google.com/articles/CBMiVmh0dHBzOi8vd3d3LnNwb3J0c25ldC5jYS9zb2NjZXIvYWpheC1lbGltaW5hdGVzLXJlYWwtbWFkcmlkLWNoYW1waW9ucy1sZWFndWUtcm91bmQtMTYv0gGmAWh0dHBzOi8vd3d3LXNwb3J0c25ldC1jYS5jZG4uYW1wcHJvamVjdC5vcmcvdi9zL3d3dy5zcG9ydHNuZXQuY2Evc29jY2VyL2FqYXgtZWxpbWluYXRlcy1yZWFsLW1hZHJpZC1jaGFtcGlvbnMtbGVhZ3VlLXJvdW5kLTE2L3NuLWFtcC8_YW1wX2pzX3Y9MC4xI3dlYnZpZXc9MSZjYXA9c3dpcGU,
108,Soccer shocker: Ajax ousts 3-time champ Real Madrid,neutral,https://news.google.com/articles/CBMiTmh0dHBzOi8vd3d3LmNiYy5jYS9zcG9ydHMvc29jY2VyL2FqYXgtb3VzdHMtMy10aW1lLWNoYW1wLXJlYWwtbWFkcmlkLTEuNTA0NDIwNNIBY2h0dHBzOi8vd3d3LWNiYy1jYS5jZG4uYW1wcHJvamVjdC5vcmcvdi9zL3d3dy5jYmMuY2EvYW1wLzEuNTA0NDIwND9hbXBfanNfdj0wLjEjd2Vidmlldz0xJmNhcD1zd2lwZQ,
109,Bale’s Real Madrid humiliated by Ajax as they crash out of Champions League with heavy defeat,neutral,https://news.google.com/articles/CAIiEGd3IETSAO3sCUYcQPLJVrkqGQgEKhAIACoHCAow0Ij8CjCRwIgDMOCBzAU,
