	Headline	sentiment	Link
57	Canada: Trade deficit with the world widened to a record $4.6 billion	neutral	https://news.google.com/articles/CBMibWh0dHBzOi8vd3d3LmZ4c3RyZWV0LmNvbS9uZXdzL2NhbmFkYS10cmFkZS1kZWZpY2l0LXdpdGgtdGhlLXdvcmxkLXdpZGVuZWQtdG8tYS1yZWNvcmQtNDYtYmlsbGlvbi0yMDE5MDMwNjEzMzbSAboBaHR0cHM6Ly93d3ctZnhzdHJlZXQtY29tLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3Mvd3d3LmZ4c3RyZWV0LmNvbS9hbXAvbmV3cy9jYW5hZGEtdHJhZGUtZGVmaWNpdC13aXRoLXRoZS13b3JsZC13aWRlbmVkLXRvLWEtcmVjb3JkLTQ2LWJpbGxpb24tMjAxOTAzMDYxMzM2P2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl
58	How a star can fall - Business News	neutral	https://news.google.com/articles/CBMiQWh0dHBzOi8vd3d3LmNhc3RhbmV0Lm5ldC9uZXdzL0J1c2luZXNzLzI1MDc5OS9Ib3ctYS1zdGFyLWNhbi1mYWxs0gEA
59	Carlos Ghosn ex-chairman of Nissan released on bail	neutral	https://news.google.com/articles/CBMiW2h0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3dvcmxkL2Nhcmxvcy1naG9zbi1leC1jaGFpcm1hbi1vZi1uaXNzYW4tcmVsZWFzZWQtb24tYmFpbC0xLjUwNDQ2MzLSAWNodHRwczovL3d3dy1jYmMtY2EuY2RuLmFtcHByb2plY3Qub3JnL3Yvcy93d3cuY2JjLmNhL2FtcC8xLjUwNDQ2MzI_YW1wX2pzX3Y9MC4xI3dlYnZpZXc9MSZjYXA9c3dpcGU
60	Former Nissan chairman Ghosn released after posting bail	neutral	https://news.google.com/articles/CBMiXWh0dHBzOi8vd3d3LmNwMjQuY29tL3dvcmxkL2Zvcm1lci1uaXNzYW4tY2hhaXJtYW4tZ2hvc24tcmVsZWFzZWQtYWZ0ZXItcG9zdGluZy1iYWlsLTEuNDMyNDE1M9IBeWh0dHBzOi8vYmV0YS1jcDI0LWNvbS5jZG4uYW1wcHJvamVjdC5vcmcvdi9zL2JldGEuY3AyNC5jb20vd29ybGQvMjAxOS8zLzYvMV80MzI0MTUzLmh0bWw_YW1wX2pzX3Y9MC4xI3dlYnZpZXc9MSZjYXA9c3dpcGU
61	Bail for Ghosn—but Justice?	neutral	https://news.google.com/articles/CAIiEPS3tkUV1zTv9XntS3zbNNcqGAgEKg8IACoHCAow1tzJATDnyxUwqK20AQ
62	Nissan ex-boss Ghosn released after 108 days	neutral	https://news.google.com/articles/CBMiKmh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy9idXNpbmVzcy00NzQ2Njc2NtIBcmh0dHBzOi8vd3d3LWJiYy1jb20uY2RuLmFtcHByb2plY3Qub3JnL3Yvcy93d3cuYmJjLmNvbS9uZXdzL2FtcC9idXNpbmVzcy00NzQ2Njc2Nj9hbXBfanNfdj0wLjEjd2Vidmlldz0xJmNhcD1zd2lwZQ
63	Creditor protection extended for cryptocurrency exchange Quadriga	neutral	https://news.google.com/articles/CBMiaWh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9ub3ZhLXNjb3RpYS9jcnlwdG9jdXJyZW5jeS1xdWFkcmlnYS1jcmVkaXRvci1wcm90ZWN0aW9uLWV4dGVuZGVkLTEuNTA0MzY0N9IBY2h0dHBzOi8vd3d3LWNiYy1jYS5jZG4uYW1wcHJvamVjdC5vcmcvdi9zL3d3dy5jYmMuY2EvYW1wLzEuNTA0MzY0Nz9hbXBfanNfdj0wLjEjd2Vidmlldz0xJmNhcD1zd2lwZQ
64	Fitbit launches lower-cost fitness devices to combat Samsung Apple	neutral	https://news.google.com/articles/CBMigAFodHRwczovL3d3dy50aGVnbG9iZWFuZG1haWwuY29tL2J1c2luZXNzL3RlY2hub2xvZ3kvYXJ0aWNsZS1maXRiaXQtbGF1bmNoZXMtY2hlYXBlc3Qtc21hcnR3YXRjaC10by1kZWZlbmQtYWdhaW5zdC1hcHBsZS1zYW1zdW5nL9IB1AFodHRwczovL3d3dy10aGVnbG9iZWFuZG1haWwtY29tLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3Mvd3d3LnRoZWdsb2JlYW5kbWFpbC5jb20vYW1wL2J1c2luZXNzL3RlY2hub2xvZ3kvYXJ0aWNsZS1maXRiaXQtbGF1bmNoZXMtY2hlYXBlc3Qtc21hcnR3YXRjaC10by1kZWZlbmQtYWdhaW5zdC1hcHBsZS1zYW1zdW5nLz9hbXBfanNfdj0wLjEjd2Vidmlldz0xJmNhcD1zd2lwZQ
65	Fitbit\'s Versa Lite trades non-essential features for affordability	neutral	https://news.google.com/articles/CBMiQmh0dHBzOi8vbW9iaWxlc3lydXAuY29tLzIwMTkvMDMvMDYvZml0Yml0LXZlcnNhLWxpdGUtYW5ub3VuY2VtZW50L9IBAA
66	Fitbit Versa Lite and Inspire hands-on	neutral	https://news.google.com/articles/CAIiED01zspI1FyPUMtFg_5sdVgqEwgEKgwIACoFCAow4GowoAgwgRo
67	Fitbit’s $160 Versa Lite is a pared-down version of its entry-level smartwatch	negative	https://news.google.com/articles/CAIiEEdwmzxf5xpcqYAb1yGKFRYqFwgEKg4IACoGCAow3O8nMMqOBjDc064F
68	Fitbit\'s Inspire tracker replaces Alta with refreshed design water resistance	neutral	https://news.google.com/articles/CBMiQmh0dHBzOi8vbW9iaWxlc3lydXAuY29tLzIwMTkvMDMvMDYvZml0Yml0LWluc3BpcmUtaHItYW5ub3VuY2VtZW50L9IBAA
69	Samsung is said to be trying to fix a creasing issue with the $1980 Galaxy Fold\'s screen	neutral	https://news.google.com/articles/CAIiELNPFqGiHI1Dkb4oj67fGz0qLQgEKiUIACIbd3d3LmJ1c2luZXNzaW5zaWRlci5jb20vc2FpKgQICjAMMJD-CQ
70	Move over Samsung and Huawei: the Lego Fold is the year\'s best foldable	positive	https://news.google.com/articles/CBMiN2h0dHBzOi8vbW9iaWxlc3lydXAuY29tLzIwMTkvMDMvMDUvbGVnby1mb2xkLXN0b3J5Ym9vay_SAQA
71	Samsung’s Galaxy Fold was just trolled by the most unlikely source	neutral	https://news.google.com/articles/CAIiEHJCMLhnqUlxs5_o4OgKVewqFggEKg4IACoGCAowl7gmMPL_BTDy-ws
72	This foldable iPhone concept has the soul of a MacBook	neutral	https://news.google.com/articles/CAIiEDSnEZGpj_YA46NZJF3FIQQqFggEKg4IACoGCAow1bsVMOzYAjDKqgg
73	Samsung developing vertical and external folding phones: report	neutral	https://news.google.com/articles/CBMiV2h0dHBzOi8vbW9iaWxlc3lydXAuY29tLzIwMTkvMDMvMDYvc2Ftc3VuZy1kZXZlbG9waW5nLXZlcnRpY2FsLWV4dGVybmFsLWZvbGRpbmctcGhvbmVzL9IBAA
74	Check out this official Huawei P30 teaser!	neutral	https://news.google.com/articles/CBMiJ2h0dHBzOi8vcG9ja2V0bm93LmNvbS9odWF3ZWktcDMwLXRlYXNlctIBAA
75	Huawei exec confirms P30 Pro\'s \'periscope\' camera and improved night mode	neutral	https://news.google.com/articles/CBMiTGh0dHBzOi8vbW9iaWxlc3lydXAuY29tLzIwMTkvMDMvMDUvaHVhd2VpLWNvbmZpcm1zLXAzMC1wcm8tcGVyaXNjb3BlLWNhbWVyYS_SAQA
76	A phone you can’t buy has a camera feature you won’t find on any iPhone or Galaxy	neutral	https://news.google.com/articles/CAIiEKz8qeTH37nfJlTaZPa88vYqFggEKg4IACoGCAowl7gmMPL_BTDy-ws
77	The Huawei P30 Pro\'s camera is so powerful that it can take a clear shot of the moon	positive	https://news.google.com/articles/CBMiX2h0dHBzOi8vc2VhLm1hc2hhYmxlLmNvbS90ZWNoLzI2NTUvdGhlLWh1YXdlaS1wMzAtcHJvcy1jYW1lcmEtaXMtc28tcG93ZXJmdWwtdGhhdC1pdC1jYW4tdGFrZS1h0gEA
78	Huawei P30 Pro\'s periscope “super zoom\' camera officially confirmed	positive	https://news.google.com/articles/CBMiZ2h0dHBzOi8vd3d3Lmdpem1vY2hpbmEuY29tLzIwMTkvMDMvMDYvaHVhd2VpLXAzMC1wcm9zLXBlcmlzY29wZS1zdXBlci16b29tLWNhbWVyYS1vZmZpY2lhbGx5LWNvbmZpcm1lZC_SAQA
79	Devil May Cry 5 review - an unashamedly old school return for an action legend	positive	https://news.google.com/articles/CBMifWh0dHBzOi8vd3d3LmV1cm9nYW1lci5uZXQvYXJ0aWNsZXMvMjAxOS0wMy0wNi1kZXZpbC1tYXktY3J5LTUtcmV2aWV3LWFuLXVuYXNoYW1lZGx5LW9sZC1zY2hvb2wtcmV0b29saW5nLW9mLWFuLWFjdGlvbi1jbGFzc2lj0gHCAWh0dHBzOi8vd3d3LWV1cm9nYW1lci1uZXQuY2RuLmFtcHByb2plY3Qub3JnL3Yvcy93d3cuZXVyb2dhbWVyLm5ldC9hbXAvMjAxOS0wMy0wNi1kZXZpbC1tYXktY3J5LTUtcmV2aWV3LWFuLXVuYXNoYW1lZGx5LW9sZC1zY2hvb2wtcmV0b29saW5nLW9mLWFuLWFjdGlvbi1jbGFzc2ljP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl
80	Review: \'Captain Marvel\' gets an average introduction	negative	https://news.google.com/articles/CBMiYWh0dHBzOi8vd3d3LmN0dm5ld3MuY2EvZW50ZXJ0YWlubWVudC9yZXZpZXctY2FwdGFpbi1tYXJ2ZWwtZ2V0cy1hbi1hdmVyYWdlLWludHJvZHVjdGlvbi0xLjQzMjQyMDXSAY4BaHR0cHM6Ly9iZXRhLWN0dm5ld3MtY2EuY2RuLmFtcHByb2plY3Qub3JnL3Yvcy9iZXRhLmN0dm5ld3MuY2EvbmF0aW9uYWwvZW50ZXJ0YWlubWVudC8yMDE5LzMvNi8xXzQzMjQyMDUuaHRtbD9hbXBfanNfdj0wLjEjd2Vidmlldz0xJmNhcD1zd2lwZQ
81	Review: The ostensibly feminist-forward Captain Marvel isn’t progress it’s a product	neutral	https://news.google.com/articles/CBMifmh0dHBzOi8vd3d3LnRoZWdsb2JlYW5kbWFpbC5jb20vYXJ0cy9maWxtL3Jldmlld3MvYXJ0aWNsZS1yZXZpZXctdGhlLW9zdGVuc2libHktZmVtaW5pc3QtZm9yd2FyZC1jYXB0YWluLW1hcnZlbC1pc250LXByb2dyZXNzL9IB0gFodHRwczovL3d3dy10aGVnbG9iZWFuZG1haWwtY29tLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3Mvd3d3LnRoZWdsb2JlYW5kbWFpbC5jb20vYW1wL2FydHMvZmlsbS9yZXZpZXdzL2FydGljbGUtcmV2aWV3LXRoZS1vc3RlbnNpYmx5LWZlbWluaXN0LWZvcndhcmQtY2FwdGFpbi1tYXJ2ZWwtaXNudC1wcm9ncmVzcy8_YW1wX2pzX3Y9MC4xI3dlYnZpZXc9MSZjYXA9c3dpcGU
82	There\'s so much to love in Captain Marvel especially Captain Marvel	positive	https://news.google.com/articles/CBMicGh0dHBzOi8vbmF0aW9uYWxwb3N0LmNvbS9lbnRlcnRhaW5tZW50L21vdmllcy90aGVyZXMtc28tbXVjaC10by1sb3ZlLWluLWNhcHRhaW4tbWFydmVsLWVzcGVjaWFsbHktY2FwdGFpbi1tYXJ2ZWzSAb0BaHR0cHM6Ly9uYXRpb25hbHBvc3QtY29tLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3MvbmF0aW9uYWxwb3N0LmNvbS9lbnRlcnRhaW5tZW50L21vdmllcy90aGVyZXMtc28tbXVjaC10by1sb3ZlLWluLWNhcHRhaW4tbWFydmVsLWVzcGVjaWFsbHktY2FwdGFpbi1tYXJ2ZWwvYW1wP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl
83	\'Captain Marvel\' Review: An Avenger Origin Story Like No Other	positive	https://news.google.com/articles/CBMiSGh0dHBzOi8vY2EubmV3cy55YWhvby5jb20vYXBvcy1jYXB0YWluLW1hcnZlbC1hcG9zLXJldmlldy0xNDAxMDE2NTQuaHRtbNIBmgFodHRwczovL2NhLW5ld3MteWFob28tY29tLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3MvY2EubmV3cy55YWhvby5jb20vYW1waHRtbC9hcG9zLWNhcHRhaW4tbWFydmVsLWFwb3MtcmV2aWV3LTE0MDEwMTY1NC5odG1sP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl
84	‘Captain Marvel’ Reviews: What the Critics Are Saying	neutral	https://news.google.com/articles/CAIiEFeRyQWliA60MTOaHkL9QF4qFwgEKg8IACoHCAowraj2AjC5-iIw3Itb
85	Luke Perry\'s Son Withdraws From Participating in Upcoming Wrestling Show	neutral	https://news.google.com/articles/CBMicGh0dHBzOi8vd3d3LmVvbmxpbmUuY29tL2NhL25ld3MvMTAyMTA3Ni9sdWtlLXBlcnJ5LXMtc29uLXdpdGhkcmF3cy1mcm9tLXBhcnRpY2lwYXRpbmctaW4tdXBjb21pbmctd3Jlc3RsaW5nLXNob3fSAQA
86	\'Absolutely heartbroken\': Hollywood tributes pour in for actor Luke Perry dead at 52	neutral	https://news.google.com/articles/CBMie2h0dHBzOi8vd3d3LmNiYy5jYS9yYWRpby9xL2Jsb2cvYWJzb2x1dGVseS1oZWFydGJyb2tlbi1ob2xseXdvb2QtdHJpYnV0ZXMtcG91ci1pbi1mb3ItYWN0b3ItbHVrZS1wZXJyeS1kZWFkLWF0LTUyLTEuNTA0Mzk1MdIBY2h0dHBzOi8vd3d3LWNiYy1jYS5jZG4uYW1wcHJvamVjdC5vcmcvdi9zL3d3dy5jYmMuY2EvYW1wLzEuNTA0Mzk1MT9hbXBfanNfdj0wLjEjd2Vidmlldz0xJmNhcD1zd2lwZQ
87	Luke Perry\'s Untimely Death Prompts Increased Stroke Awareness	neutral	https://news.google.com/articles/CAIiEMbhhRlcalivHNRyMHaDctYqFwgEKg8IACoHCAow1qfAAjCkrz8ww5U7
88	Luke Perry\'s Daughter Makes First Statement Since Father\'s Death	positive	https://news.google.com/articles/CBMidmh0dHBzOi8vd3d3LmVvbmxpbmUuY29tL2NhL25ld3MvMTAyMDkxMS9sdWtlLXBlcnJ5LXMtZGF1Z2h0ZXItZXhwcmVzc2VzLXNvcnJvdy1pbi1maXJzdC1zdGF0ZW1lbnQtc2luY2UtZmF0aGVyLXMtZGVhdGjSAb4BaHR0cHM6Ly9tLWVvbmxpbmUtY29tLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3MvbS5lb25saW5lLmNvbS9jYS9hbXAvbmV3cy8xMDIwOTExL2x1a2UtcGVycnktcy1kYXVnaHRlci1leHByZXNzZXMtc29ycm93LWluLWZpcnN0LXN0YXRlbWVudC1zaW5jZS1mYXRoZXItcy1kZWF0aD9hbXBfanNfdj0wLjEjd2Vidmlldz0xJmNhcD1zd2lwZQ
89	Luke Perry to be honoured with milkshake at ‘Riverdale’ diner in Mission B.C.	neutral	https://news.google.com/articles/CAIiELIGeOjsuVx8aLAhDjzEqTQqGQgEKhAIACoHCAowqeP_CjDdg_oCMMTh6QU
90	Forbes names Kylie Jenner youngest self-made billionaire	neutral	https://news.google.com/articles/CBMieWh0dHBzOi8vd3d3LmNwMjQuY29tL2VudGVydGFpbm1lbnQtbmV3cy9jZWxlYnJpdHktbmV3cy9mb3JiZXMtbmFtZXMta3lsaWUtamVubmVyLXlvdW5nZXN0LXNlbGYtbWFkZS1iaWxsaW9uYWlyZS0xLjQzMjM2MzjSAZUBaHR0cHM6Ly9iZXRhLWNwMjQtY29tLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3MvYmV0YS5jcDI0LmNvbS9lbnRlcnRhaW5tZW50LW5ld3MvY2VsZWJyaXR5LW5ld3MvMjAxOS8zLzUvMV80MzIzNjM4Lmh0bWw_YW1wX2pzX3Y9MC4xI3dlYnZpZXc9MSZjYXA9c3dpcGU
91	At 21 Kylie Jenner is the world\'s youngest \'self-made\' billionaire: Forbes	neutral	https://news.google.com/articles/CAIiEEugh3Fwx5Fcb9kPUNQMSZUqGQgEKhAIACoHCAow6f-ICzDjj4gDMP7wngY
92	Kylie Jenner named youngest self-made billionaire of all time	neutral	https://news.google.com/articles/CBMiVmh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2J1c2luZXNzL2t5bGllLWplbm5lci15b3VuZ2VzdC1zZWxmLW1hZGUtYmlsbGlvbmFpcmUtMS41MDQ0ODE00gFjaHR0cHM6Ly93d3ctY2JjLWNhLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3Mvd3d3LmNiYy5jYS9hbXAvMS41MDQ0ODE0P2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl
93	At 21 Kylie Jenner becomes the world\'s youngest self-made billionaire	neutral	https://news.google.com/articles/CBMiZGh0dHA6Ly93d3cuYm5uYmxvb21iZXJnLmNhL2t5bGllLWplbm5lci1iZWNvbWVzLXRoZS13b3JsZC1zLXlvdW5nZXN0LXNlbGYtbWFkZS1iaWxsaW9uYWlyZS0xLjEyMjQwODLSAQA
94	How Taylor Swift Dealt with Being Called a Snake by Kim Kardashian	neutral	https://news.google.com/articles/CBMiYGh0dHA6Ly90b29mYWIuY29tLzIwMTkvMDMvMDYvaG93LXRheWxvci1zd2lmdC1kZWFsdC13aXRoLWJlaW5nLWNhbGxlZC1hLXNuYWtlLWJ5LWtpbS1rYXJkYXNoaWFuL9IBrAFodHRwczovL2FtcC10b29mYWItY29tLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3MvYW1wLnRvb2ZhYi5jb20vMjAxOS8wMy8wNi9ob3ctdGF5bG9yLXN3aWZ0LWRlYWx0LXdpdGgtYmVpbmctY2FsbGVkLWEtc25ha2UtYnkta2ltLWthcmRhc2hpYW4vP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl
95	Taylor Swift Used Sharpie as Eyeliner According to Elle Cover Interview	neutral	https://news.google.com/articles/CBMiWWh0dHBzOi8vd3d3LmNvc21vcG9saXRhbi5jb20vc3R5bGUtYmVhdXR5L2JlYXV0eS9hMjY3MjI5MTUvdGF5bG9yLXN3aWZ0LXNoYXJwaWUtZXllbGluZXIv0gEA
96	Taylor Swift says she takes bandages for gun and stab wounds everywhere she goes	neutral	https://news.google.com/articles/CAIiECAi56wDCjcU0AggsYegZKsqFggEKg4IACoGCAow_598MLC1CTChqAY
97	Taylor Swift Just Made It Very Clear How She Feels About President Donald Trump	positive	https://news.google.com/articles/CAIiEIjj3D31norY67cb3ymJ4X8qGQgEKhAIACoHCAowqOXeCjDQ5dYBMM_L0QM
98	The Biggest Revelations From Taylor Swift\'s Most Candid Letter Yet	positive	https://news.google.com/articles/CAIiELro5IzIhPWLyZGb3uTNQ6oqGQgEKhAIACoHCAowq_7zCjCt4tQCMPa0pwY
99	SIMMONS: Raptors\' Siakam no longer a secret around NBA	negative	https://news.google.com/articles/CBMicWh0dHBzOi8vdG9yb250b3N1bi5jb20vc3BvcnRzL2Jhc2tldGJhbGwvbmJhL3Rvcm9udG8tcmFwdG9ycy9zaW1tb25zLXJhcHRvcnMtc2lha2FtLW5vLWxvbmdlci1hLXNlY3JldC1hcm91bmQtbmJh0gG8AWh0dHBzOi8vdG9yb250b3N1bi1jb20uY2RuLmFtcHByb2plY3Qub3JnL3Yvcy90b3JvbnRvc3VuLmNvbS9zcG9ydHMvYmFza2V0YmFsbC9uYmEvdG9yb250by1yYXB0b3JzL3NpbW1vbnMtcmFwdG9ycy1zaWFrYW0tbm8tbG9uZ2VyLWEtc2VjcmV0LWFyb3VuZC1uYmEvYW1wP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl
100	Raptors face important questions following loss to Rockets	positive	https://news.google.com/articles/CBMiYWh0dHBzOi8vd3d3LnNwb3J0c25ldC5jYS9iYXNrZXRiYWxsL25iYS9yYXB0b3JzLWZhY2UtaW50cmlndWluZy1xdWVzdGlvbnMtZm9sbG93aW5nLWxvc3Mtcm9ja2V0cy_SAbEBaHR0cHM6Ly93d3ctc3BvcnRzbmV0LWNhLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3Mvd3d3LnNwb3J0c25ldC5jYS9iYXNrZXRiYWxsL25iYS9yYXB0b3JzLWZhY2UtaW50cmlndWluZy1xdWVzdGlvbnMtZm9sbG93aW5nLWxvc3Mtcm9ja2V0cy9zbi1hbXAvP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl
101	Five thoughts recap: Houston Rockets 107 Toronto Raptors 95	neutral	https://news.google.com/articles/CBMiZmh0dHBzOi8vd3d3LnJhcHRvcnNocS5jb20vMjAxOS8zLzYvMTgyNTI5NDEvZml2ZS10aG91Z2h0cy1yZWNhcC1ob3VzdG9uLXJvY2tldHMtMTA3LXRvcm9udG8tcmFwdG9ycy05NdIBvQFodHRwczovL3d3dy1yYXB0b3JzaHEtY29tLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3Mvd3d3LnJhcHRvcnNocS5jb20vcGxhdGZvcm0vYW1wLzIwMTkvMy82LzE4MjUyOTQxL2ZpdmUtdGhvdWdodHMtcmVjYXAtaG91c3Rvbi1yb2NrZXRzLTEwNy10b3JvbnRvLXJhcHRvcnMtOTU_YW1wX2pzX3Y9MC4xI3dlYnZpZXc9MSZjYXA9c3dpcGU
102	Rockets rock Raptors behind tough defense	negative	https://news.google.com/articles/CBMiaWh0dHBzOi8vd3d3LnRoZWRyZWFtc2hha2UuY29tLzIwMTkvMy81LzE4MjUyNjc2L2hvdXN0b24tcm9ja2V0cy1yb2NrLXRvcm9udG8tcmFwdG9ycy1iZWhpbmQtdG91Z2gtZGVmZW5zZdIBxAFodHRwczovL3d3dy10aGVkcmVhbXNoYWtlLWNvbS5jZG4uYW1wcHJvamVjdC5vcmcvdi9zL3d3dy50aGVkcmVhbXNoYWtlLmNvbS9wbGF0Zm9ybS9hbXAvMjAxOS8zLzUvMTgyNTI2NzYvaG91c3Rvbi1yb2NrZXRzLXJvY2stdG9yb250by1yYXB0b3JzLWJlaGluZC10b3VnaC1kZWZlbnNlP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl
103	Raps rally from 22 down but come up short against Rockets	negative	https://news.google.com/articles/CBMiVmh0dHBzOi8vd3d3LnRzbi5jYS9yYXBzLXJhbGx5LWZyb20tMjItZG93bi1idXQtY29tZS11cC1zaG9ydC1hZ2FpbnN0LXJvY2tldHMtMS4xMjY4NTM50gGhAWh0dHBzOi8vd3d3LXRzbi1jYS5jZG4uYW1wcHJvamVjdC5vcmcvdi9zL3d3dy50c24uY2EvcmFwcy1yYWxseS1mcm9tLTIyLWRvd24tYnV0LWNvbWUtdXAtc2hvcnQtYWdhaW5zdC1yb2NrZXRzLTEuMTI2ODUzOT90c24tYW1wJmFtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl
104	Ajax dumps Real from UCL in stunning rout	positive	https://news.google.com/articles/CBMiRmh0dHBzOi8vd3d3LnRzbi5jYS9hamF4LWR1bXBzLXJlYWwtZnJvbS11Y2wtaW4tc3R1bm5pbmctcm91dC0xLjEyNjgzMjnSAaEBaHR0cHM6Ly93d3ctdHNuLWNhLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3Mvd3d3LnRzbi5jYS9hamF4LWVsaW1pbmF0ZXMtbWFkcmlkLWluLXJvdW5kLW9mLTE2LW9mLWNoYW1waW9ucy1sZWFndWUtMS4xMjY4MzI5P3Rzbi1hbXAmYW1wX2pzX3Y9MC4xI3dlYnZpZXc9MSZjYXA9c3dpcGU
105	Soccer shocker: Ajax ousts 3-time champ Real Madrid	positive	https://news.google.com/articles/CBMiTmh0dHBzOi8vd3d3LmNiYy5jYS9zcG9ydHMvc29jY2VyL2FqYXgtb3VzdHMtMy10aW1lLWNoYW1wLXJlYWwtbWFkcmlkLTEuNTA0NDIwNNIBY2h0dHBzOi8vd3d3LWNiYy1jYS5jZG4uYW1wcHJvamVjdC5vcmcvdi9zL3d3dy5jYmMuY2EvYW1wLzEuNTA0NDIwND9hbXBfanNfdj0wLjEjd2Vidmlldz0xJmNhcD1zd2lwZQ
106	Sergio \'Double Arrogant\' Ramos Slammed After Real Madrid 1-4 Ajax	positive	https://news.google.com/articles/CCAiC0VjS3FfcXlIeTAwmAEB
107	Dusan Tadic becomes ninth player EVER to get 10/10 rating from French newspaper L’Equipe after Ajax m	neutral	https://news.google.com/articles/CAIiEAhvmiDTwLXoZ6vzZhIyMAUqGQgEKhAIACoHCAow0Ij8CjCRwIgDMPCBzAU
108	Ajax Shares Jump Most in Two Years After Historic Win in Madrid	positive	https://news.google.com/articles/CAIiEGmrR_CLKG7yQBa5iYQu1ZEqGQgEKhAIACoHCAow4uzwCjCF3bsCMKrOrwM
109	In the Habs\' Room: Carey Price downplays milestone in Los Angeles	neutral	https://news.google.com/articles/CBMif2h0dHBzOi8vbW9udHJlYWxnYXpldHRlLmNvbS9zcG9ydHMvaG9ja2V5L25obC9ob2NrZXktaW5zaWRlLW91dC9pbi10aGUtaGFicy1yb29tLWNhcmV5LXByaWNlLWRvd25wbGF5cy1taWxlc3RvbmUtaW4tbG9zLWFuZ2VsZXPSAc8BaHR0cHM6Ly9tb250cmVhbGdhemV0dGUtY29tLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3MvbW9udHJlYWxnYXpldHRlLmNvbS9zcG9ydHMvaG9ja2V5L25obC9ob2NrZXktaW5zaWRlLW91dC9pbi10aGUtaGFicy1yb29tLWNhcmV5LXByaWNlLWRvd25wbGF5cy1taWxlc3RvbmUtaW4tbG9zLWFuZ2VsZXMvYW1wP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl
110	Price ties Plante on franchise wins list as Canadiens beat Kings	positive	https://news.google.com/articles/CBMiXWh0dHBzOi8vd3d3LnRzbi5jYS9wcmljZS10aWVzLXBsYW50ZS1vbi1mcmFuY2hpc2Utd2lucy1saXN0LWFzLWNhbmFkaWVucy1iZWF0LWtpbmdzLTEuMTI2ODU5OdIBnwFodHRwczovL3d3dy10c24tY2EuY2RuLmFtcHByb2plY3Qub3JnL3Yvcy93d3cudHNuLmNhL3ByaWNlLXRpZXMtcGxhbnRlLW9uLXdpbnMtbGlzdC1jYW5hZGllbnMtYmVhdC1raW5ncy0zLTEtMS4xMjY4NTk5P3Rzbi1hbXAmYW1wX2pzX3Y9MC4xI3dlYnZpZXc9MSZjYXA9c3dpcGU
111	Canadiens’ Jesperi Kotkaniemi scratched Tuesday vs. Kings	neutral	https://news.google.com/articles/CBMiXGh0dHBzOi8vd3d3LnNwb3J0c25ldC5jYS9ob2NrZXkvbmhsL2NhbmFkaWVucy1qZXNwZXJpLWtvdGthbmllbWktc2NyYXRjaGVkLXR1ZXNkYXktdnMta2luZ3Mv0gGsAWh0dHBzOi8vd3d3LXNwb3J0c25ldC1jYS5jZG4uYW1wcHJvamVjdC5vcmcvdi9zL3d3dy5zcG9ydHNuZXQuY2EvaG9ja2V5L25obC9jYW5hZGllbnMtamVzcGVyaS1rb3RrYW5pZW1pLXNjcmF0Y2hlZC10dWVzZGF5LXZzLWtpbmdzL3NuLWFtcC8_YW1wX2pzX3Y9MC4xI3dlYnZpZXc9MSZjYXA9c3dpcGU
